,policy_nr_hashed,cluster
3191,8rZJv92,0
3193,G2w52JW,0
3198,XrP6baw,0
3201,oJmJX05,1
3204,ypgpdyJ,1
3211,K7wlP2O,3
3214,YvWrOm0,3
3219,oJm5V9J,0
3222,pjmWQPy,0
3223,wRmjavE,3
3225,0WKWEyO,1
3231,AoZKEwm,0
3235,JBwqvB9,0
3236,K7wLyoY,1
3238,LAwWZQZ,1
3239,R5W7JEW,0
3240,R5WeaWl,0
3241,WP0dzyP,0
3244,YvWg0eQ,0
3248,kbd6k2g,1
3249,kbdVRjr,0
3250,kbdVk0m,0
3251,lrznpXr,1
3255,rLmKgbm,1
3256,vL9b5na,0
3257,xamR5PJ,1
3264,6rY0qpG,2
3265,70N0grA,2
3269,NWE2ang,2
3270,NWE3Vgj,2
3272,OlwlEOA,2
3273,VqxdAgn,2
3276,YvWYGNp,2
3278,gjkOlkE,2
3280,oJmxP9o,2
3281,wRmjv08,2
3283,xamnKWK,2
3284,ypg82Ly,2
3285,zPm3LZd,2
3288,3RdORxy,1
3292,5rZ70mk,1
3295,6rYdRe8,1
3302,70NoArA,1
3314,G2wQjmy,1
3315,G2wVdnW,0
3319,JBwJgr9,1
3322,K7w7RPg,1
3323,K7wLNOp,1
3324,K7wlL8g,1
3325,K7wlZ2v,1
3330,Olwlrmr,1
3334,Q6Y6Amr,0
3337,R5W5Zlp,1
3338,R5W5bNq,0
3339,R5W7vBn,1
3340,R5Wkj32,1
3345,Vqx57l6,1
3347,XrPGaan,1
3351,YvWEWoj,1
3354,ZLWG3qk,1
3355,ZLWLxBd,1
3364,eBO5vex,1
3366,eBOBE0y,1
3375,joJRpxO,0
3378,kbdqV0A,1
3380,nAE7XJx,1
3388,rLm7v20,1
3390,rLmkO6x,1
3398,xamnrNX,1
3399,ypgpyNx,1
3403,2LJLXYw,0
3404,2LJklr5,0
3405,3RdKyYG,1
3406,3RdbBNG,1
3407,3Rdbn5A,1
3409,8rZ3yYE,1
3410,AoZRl7N,0
3417,LAw5y5O,1
3418,NWEarBm,1
3419,Olw3KqG,1
3422,Q6Y6pwr,1
3423,Q6Y7mP5,1
3431,eBO379j,0
3434,gjkEAVX,1
3435,joJqOyN,1
3437,kbdanGb,1
3444,oJmld5b,0
3446,pjmeOPq,1
3447,pjmebr5,0
3449,rLmkdAV,1
3450,vL9dgj6,0
3452,wRmR8XA,1
3453,ypgjEGy,1
3454,ypgjVg5,1
3456,zPm36NO,1
3458,6rYAgqV,0
3460,70NamL9,0
3464,AoZlYYm,0
3475,XrPEKWZ,1
3477,YvWYlZk,0
3479,a6RvmdX,0
3481,oJm5AvP,0
3483,pjmbGxA,1
3485,vL9LWqV,1
3490,0WKOkYp,2
3491,3RdzJVR,2
3494,5rZoxnq,2
3495,6rYrRm8,0
3496,70NoQbv,1
3499,92Z2d93,1
3504,E7wzV9A,2
3507,JBw5nde,2
3508,JBwJnoe,2
3510,LAwW7Yd,0
3511,LAwzjBY,2
3516,P8wgR5A,2
3517,P8wqw6j,2
3519,R5W7yaJ,1
3521,WP06Rly,0
3523,YvWY8kQ,2
3524,ZLWqQY2,2
3525,a6RGNPX,1
3528,dByB2eq,2
3529,dByGY8r,2
3530,dByJZgA,2
3531,eBOVz99,2
3535,kbdVOe9,2
3536,kbda0JW,2
3537,kbdamQb,2
3540,mWmy8Pv,2
3546,qvm7qOy,2
3549,rLmKWZY,2
3550,vL9vpO3,2
3551,wRm7Jvr,1
3552,xamQZrR,2
3553,xamQgNP,1
3554,xamXP32,2
3555,xamkpAX,1
3556,zPmlZdd,2
3559,0WKb7r6,1
3569,E7wo7vG,1
3571,G2w5nPn,0
3580,LAw5yVQ,2
3581,P8wqVXB,1
3588,VqxqBqn,1
3595,beaLgQa,1
3600,mWmyWdZ,0
3601,nAE7GRV,0
3606,xamX32E,0
3607,xamnvYE,0
3611,zPm3qkW,1
3614,0WK70kZ,1
3615,3Rd0EoA,1
3616,3RdO8EY,0
3617,3RdbEle,1
3630,JBw5A6e,1
3638,Olw5R2r,1
3648,a6R5jb9,0
3651,a6RvWQL,1
3655,dByGAA8,3
3669,lrzaZ8o,1
3670,lrzrkER,1
3672,mWm52Gy,1
3677,qvmzkd5,1
3683,xamXbbJ,3
3689,3Rd92zy,3
3692,6rYpVLx,0
3699,AoZVVmj,3
3700,AoZlQdw,3
3706,JBw5Kbd,3
3707,JBwJr96,3
3708,JBwx5b6,0
3719,Q6Y7rWa,3
3720,Q6YA2W7,0
3721,Q6YnJLq,0
3725,Vqx63kx,0
3727,XrP6dBa,3
3730,YvW6eb5,3
3737,eBO33K7,3
3758,pjmO36a,3
3768,wRmLdnA,3
3772,xamQp62,0
3773,ypg8YlW,3
3776,zPmZkzx,0
3780,3RdzLXR,0
3786,6rYAlyR,0
3787,6rYpxqQ,0
3790,70NanaL,0
3791,92ZRlXr,1
3799,LAwWOoL,0
3810,VqxqgKA,1
3813,ZLWqpXz,0
3818,eBO57LA,1
3819,eBOXGem,0
3823,kbdbpq9,1
3826,mWmW7Ee,0
3828,oJm50Ba,0
3834,xamR7l2,1
3835,zPmPWVB,0
3839,0WK9BGp,0
3840,0WKOZdO,0
3841,0WKYykB,1
3842,0WKaW9X,1
3843,2LJ0llV,1
3850,3Rd0R8N,1
3851,3Rd0pxr,1
3852,3Rd9Rge,1
3854,3RdK0qA,0
3856,3RdORKA,1
3857,3RdRX5R,0
3862,5rZ7jLe,0
3863,5rZJady,0
3864,5rZrrOG,0
3865,6rYAooV,1
3867,6rYdB9V,0
3872,70N02rA,1
3876,70Np2Wk,1
3878,8rZ3qym,0
3885,AoZoAYp,0
3887,ByZm6G3,0
3888,ByZy6Ow,1
3893,E7wo7X5,1
3896,G2w2emO,1
3905,JBwJewJ,1
3909,K7w5kly,1
3910,K7w7aYg,1
3911,K7wQaxd,0
3927,NWE2Rnr,1
3928,NWEWqVQ,0
3929,NWEqKO7,1
3930,NWExyKa,1
3947,R5W93ql,0
3953,WP0Ev0Q,0
3962,XrP63EP,1
3969,YvWEle0,0
3970,YvWExy0,0
3974,ZLW2krk,0
3975,ZLWLJLN,0
3982,a6RvnNv,1
3988,beaBnGJ,1
3994,dByJVAr,1
3995,dByYv99,1
3998,eBOBgAm,1
3999,eBOVPNx,1
4000,eBOXxw7,0
4009,gjk5erA,1
4010,gjkE00A,1
4018,kbdaQpA,0
4020,kbdznkL,0
4023,lrz3VNo,0
4030,nAE3bVN,1
4031,nAEg37n,0
4032,nAEg6j2,1
4040,oJmBa9J,1
4041,oJmjQ9y,0
4042,oJmxeAJ,0
4043,oJmxjnP,0
4051,qvmewLZ,1
4052,qvmv865,1
4055,vL95qaX,1
4056,vL9LeOo,1
4057,vL9jKZz,1
4058,vL9vQAO,1
4059,vL9vgEa,0
4064,wRmAqwL,1
4065,wRmL0v8,1
4066,wRmLNVL,1
4073,xamQ2PE,0
4074,xamk77K,0
4075,xamkOYz,1
4077,ypg0dWx,1
4080,ypgj7aW,1
4086,zPm25zq,0
4087,zPm3Gno,1
4099,kbdaK0b,0
4101,xamRmdz,0
4105,5rZL7xQ,0
4112,K7w5Wvv,3
4115,Vqxdw9Q,3
4116,WP06ebY,3
4120,a6RNV6L,0
4123,joJGo0E,0
4125,lrz3zEr,3
4130,zPm3Lao,3
4131,zPm3y8o,0
4133,0WK7rkB,3
4135,6rYd9LQ,0
4144,YvWY2Xp,3
4149,eBOBW5x,3
4153,oJmB0aE,3
4159,0WK9BvB,0
4160,0WKb0Np,0
4161,2LJANVl,0
4162,2LJpN3x,0
4166,5rZJqmL,0
4170,70NvmYk,2
4171,8rZ3bAy,1
4175,E7w56vL,1
4176,E7wqndA,0
4177,E7wzgkA,0
4180,G2w5zGW,1
4183,K7w7BbO,1
4188,Olwl5KB,0
4189,P8wganp,0
4192,R5W9xLp,1
4194,Vqx6bPn,1
4195,Vqxw9Eg,0
4196,WP0G3BJ,1
4198,XrP0qnw,0
4199,XrP6Q2P,0
4202,YvWYjzk,1
4203,YvWYxem,1
4204,YvWvxwm,0
4205,ZLWLWOG,0
4206,a6RvKEX,1
4208,beaYg03,0
4211,eBO3OBj,1
4212,eBO5oJK,1
4213,eBOV5rA,1
4216,gjkO3j3,1
4218,kbd6K5L,1
4219,lrz3Lq2,1
4221,mWmbkxz,0
4223,nAEAXgY,0
4224,nAEVoZ3,1
4227,pjmx9aK,0
4229,qvmvLEG,0
4231,rLm5OmZ,0
4232,rLm5jbm,0
4234,vL9582z,1
4235,vL9zpjX,1
4238,wRm7KrV,1
4239,wRmL9BE,1
4240,wRmzP5d,0
4244,ypgj70y,1
4247,3Rdbyzy,2
4248,5rZJE5K,1
4254,ByZQLj3,1
4261,LAwLjbQ,0
4262,LAwzELp,1
4265,R5W53dZ,2
4267,WP0AQb3,0
4268,WP0GJmk,1
4269,XrPzGAZ,1
4272,dBy9AZA,2
4273,dByJOqB,2
4274,dByYYLA,2
4277,nAEO352,0
4279,oJmjrkE,2
4281,pjmAgB5,1
4282,rLmVy8j,0
4284,vL9jV93,0
4287,xamn6Zq,0
4289,ypg8r0l,2
4290,ypgaq8m,1
4297,0WKOkoZ,1
4298,0WKbGxa,1
4299,0WKbVnO,0
4301,2LJ0zxw,1
4302,2LJYv6x,1
4316,3Rd96ye,0
4317,3RdKr8e,1
4319,3RdOo8R,0
4327,5rZJ3ZK,0
4328,5rZgmyG,0
4331,6rYd0rO,0
4332,6rYo2jk,1
4340,70N0Y78,0
4344,8rZJGYx,1
4345,8rZL7Qe,0
4346,8rZeBWo,1
4347,8rZvxwp,0
4357,92ZyZ8x,0
4360,AoZR70V,0
4370,ByZJveQ,1
4376,E7w5qk5,0
4377,E7wmJ75,1
4380,G2wmodB,1
4390,K7w5X9d,0
4391,K7w7QEy,1
4392,K7wLnzZ,1
4394,K7wv8eg,0
4404,LAwAZKL,1
4405,LAwzz8O,0
4408,NWE2Q97,1
4409,NWE8bqg,0
4413,NWExggk,1
4419,Olw5b5B,0
4420,OlwWeRE,1
4425,P8w5GLl,1
4426,P8w5XPJ,1
4427,P8w5l3l,0
4428,P8w5lZO,0
4429,P8w8Rqj,0
4430,P8wqnGp,0
4435,Q6Y606k,0
4436,Q6Y6lgN,1
4455,Vqx6zyZ,0
4470,XrP6gRZ,1
4471,XrP6zYP,0
4472,XrPGpdB,0
4473,XrPrqB8,1
4479,YvWYOxm,1
4480,YvWgl95,0
4484,ZLW6kvV,0
4485,ZLWEKj8,1
4496,a6R5lP7,1
4497,a6R6Ewx,0
4507,beaeJqr,1
4513,dByBOX9,0
4514,dByBeYr,0
4516,dByYyO8,1
4521,eBOB7v3,0
4522,eBOVGxK,1
4525,eBOq5Z7,1
4543,gjk5wvp,1
4544,gjkd7jd,1
4545,gjkjZoX,0
4546,joJBkNG,1
4547,joJKlNG,0
4548,joJLGeA,0
4549,joJRdxO,1
4559,kbdanxA,1
4566,lrz9YRo,1
4567,lrzmdPW,0
4568,lrzre0P,0
4569,mWmAdXy,0
4571,mWmWLNr,0
4591,pjmArxy,1
4592,pjmOW5G,1
4593,pjmOj2y,0
4594,pjmOrpq,1
4595,pjmblel,0
4606,qvm7erl,1
4608,qvmjykq,1
4609,qvmkzr9,0
4611,rLm7OgZ,1
4612,rLmKR2n,1
4613,rLmLpYx,0
4619,vL9LpA6,1
4620,vL9dPZP,0
4621,vL9vqx6,0
4622,vL9zdxV,0
4634,wRmX2oB,1
4646,xamkNWz,0
4647,xamnvVq,1
4652,ypg07L2,0
4653,ypgal7y,1
4654,ypgjwLJ,0
4655,ypgkBAx,1
4663,zPm3paK,1
4670,3Rd0X7e,1
4671,3Rd9o7L,1
4672,3Rdbw6y,1
4681,8rZJ0mE,1
4683,8rZeRRp,1
4689,92ZdKjj,1
4690,92ZyQ0l,0
4697,JBwv3re,1
4702,K7wL2KJ,0
4703,K7wvznO,1
4706,NWE8XNg,1
4714,OlwxayE,1
4715,Olwxjjw,1
4716,OlwygqB,1
4722,Q6Y6kR3,0
4723,Q6Y7YN3,1
4732,Vqx5yQY,0
4734,WP0GPN3,1
4735,WP0YndP,1
4745,YvWERVP,1
4746,YvWvwq7,1
4749,ZLWGrvd,0
4752,a6R5rP9,0
4753,a6RBwky,1
4757,beaY0wn,0
4758,beaYYra,1
4761,eBOXJGx,1
4764,gjkdYlB,1
4767,joJqJgN,1
4776,nAEOmow,1
4779,pjmW0Xy,1
4783,rLmVVNn,1
4789,wRmLPaZ,1
4790,wRmR2j8,0
4797,ypg0j9W,1
4798,ypg0jg2,1
4799,ypg872q,1
4803,zPm2pwo,1
4805,zPmPJ7W,1
4813,ByZAQyl,0
4814,E7wqpBA,0
4818,NWEWQQj,0
4822,YvWvQBA,0
4829,ypgpyRq,3
4832,6rYpYeO,1
4837,LAwLkke,1
4841,Olwl0qA,1
4843,P8wE9gj,1
4845,R5We0jl,1
4847,Vqx5wBn,0
4850,YvWg7YQ,0
4851,YvWraYP,0
4852,ZLWw699,0
4853,a6Rv5a9,1
4856,dByabbB,1
4857,eBO3b23,1
4862,joJLRqN,1
4863,joJR2Qa,1
4865,kbdzJRb,1
4867,lrz3Y0P,2
4868,mWmAzNv,2
4869,mWmEJg8,0
4873,rLm50Qm,0
4875,vL9dPgo,0
4879,xamRXVz,1
4880,ypgpqq5,1
4886,2LJLOJB,0
4887,2LJLb2w,0
4888,3Rd9LLN,0
4891,70NzBvY,1
4892,8rZ3dax,1
4895,92ZR09r,0
4897,ByZJ20d,1
4899,JBwxJXZ,0
4901,K7wLWkx,1
4902,K7wxdwv,0
4904,LAwAbGL,1
4907,P8wO7BJ,0
4909,R5WAopn,1
4912,WP06dLy,1
4914,XrPzZ56,0
4916,ZLW6oqg,1
4919,dByoG3d,1
4920,eBOqn3j,1
4923,kbdqp37,1
4925,nAEB6PY,0
4928,wRmRezL,0
4929,xamR3jK,0
4936,pjmjOZV,3
4938,vL9zqVV,0
4939,xamRxwb,3
4940,zPmywyd,3
4943,P8wOqlV,3
4949,lrz93eo,0
4952,0WKW9vq,3
4954,2LJLggK,3
4962,Vqx6B8Z,3
4968,ypg0Wql,3
4972,Vqx6VlA,0
4980,70Nv9No,1
4982,AoZKaRB,1
4985,ByZQRV7,0
4995,Olw3xyz,1
4997,OlwyWNE,1
4998,P8w55nV,0
4999,P8wg0BG,0
5000,Q6Y7w3a,0
5001,Q6Y7z5r,0
5006,VqxqV6n,0
5010,YvWA6Z0,0
5011,YvWY98k,1
5015,a6Rv3e5,1
5018,eBOVLzj,1
5022,gjkWYqA,1
5026,kbdV0OA,1
5027,kbdbaNV,1
5028,lrzrjv8,1
5033,qvmeE7G,1
5037,xamXBd2,0
5040,0WK7ern,0
5041,0WKaAbX,3
5043,6rYRdNO,0
5045,70NVKPP,0
5046,70NoY5k,3
5048,8rZvQJe,0
5049,92ZLPKB,3
5056,JBwJX0e,0
5058,JBwvrkq,3
5059,K7wv0Av,3
5063,Q6Y5dpq,3
5064,R5WAAzZ,3
5068,VqxdXYg,0
5073,ZLW2nrG,3
5075,a6RvxOj,3
5077,beaQk3Z,0
5081,lrz3Gk5,0
5083,mWmWVPr,3
5084,nAEA5W3,0
5085,oJmOzBo,0
5092,wRmLkOE,0
5105,70NaGQ9,0
5106,8rZE3jx,3
5112,LAwAxrY,0
5118,WP0Pn7Q,0
5120,ZLWElmx,0
5121,a6RG7Av,0
5127,kbdbAYg,0
5128,lrz30jQ,3
5132,mWmAq2y,0
5134,oJm5nmo,0
5137,pjmjdAa,0
5138,pjmxGZl,0
5139,qvmGbA5,0
5140,qvmj36y,3
5141,qvmvd8L,0
5142,rLmVbnN,0
5145,vL9zKJP,3
5147,wRmLQWB,0
5150,ypglRZ2,3
5154,E7wooN7,1
5156,K7w57Xx,1
5158,LAwWPA6,1
5160,Vqxdm9R,1
5161,Vqxq6zR,1
5168,kbdbWLW,1
5173,xamQNeK,1
5176,3RdRPGL,1
5177,6rY0mdQ,1
5181,AoZEA2w,2
5185,G2w5JLy,2
5186,JBwBAl6,1
5187,K7wLmox,0
5188,LAwAnbp,1
5189,LAwWwyZ,0
5190,NWExGrj,1
5192,OlwlaJE,2
5197,Q6Y5W25,1
5199,R5Weaeq,1
5201,Vqx50oY,1
5202,XrP0XN6,2
5207,a6Rve82,2
5208,beaLPLn,2
5209,eBO3eGG,1
5210,eBOVY6X,0
5212,gjkGNjX,2
5215,kbdRlJL,2
5218,mWm3gxa,2
5219,mWm5Bny,1
5220,mWm5jGe,1
5221,nAE7vG3,1
5223,rLm7d8Y,0
5224,vL9b9LX,2
5225,wRmRvAB,2
5227,ypg3P20,1
5244,AoZEb06,0
5247,E7wo5xG,1
5248,G2wVb7v,0
5258,OlwlWRz,0
5259,Olwlg7n,0
5261,P8w5KkJ,0
5262,P8wgNbj,0
5263,P8wqQkG,0
5266,VqxGw0x,0
5268,VqxqAEY,1
5286,eBO32qx,0
5287,eBOV3Kx,0
5295,gjkWNl3,3
5296,gjkdvoX,1
5297,gjkjw9y,0
5302,kbdq6dg,0
5303,lrzrGeQ,1
5304,mWmGq7E,0
5308,pjmAe9q,0
5312,rLmVenj,1
5332,JBwBvoJ,1
5335,Olwx73G,0
5336,R5W59Ol,1
5338,XrPGaow,0
5348,nAE7dme,0
5350,vL9jgv6,1
5356,3Rd0xKy,1
5360,ByZm9x9,0
5363,K7w5nAd,1
5366,NWE8LNm,1
5372,R5WkvPq,1
5373,R5WnQp8,0
5375,WP0ARQJ,1
5377,YvWv93k,1
5383,joJq2E7,1
5386,kbdV88L,1
5388,lrz9Qnr,0
5391,mWmbeq8,0
5394,oJmJOGo,0
5396,qvmGN25,0
5403,2LJp5xm,3
5411,6rYA96k,3
5412,6rYrOKx,0
5424,E7wm9gA,3
5428,G2w202v,3
5429,G2w5evn,3
5430,JBw56xJ,3
5440,OlwGXqn,3
5452,WP0YK77,3
5460,a6RGgb8,3
5461,a6RN82x,3
5473,gjkWykR,3
5494,8rZgWqp,0
5495,8rZr3Vp,0
5501,R5WkgbW,0
5504,XrP0y0a,0
5513,5rZg9wa,1
5514,6rYdOdk,0
5515,6rYpwNV,1
5516,6rYrb8k,0
5518,70NoWYq,0
5519,8rZexGp,1
5521,92ZEjOx,1
5525,G2w5WyB,1
5529,JBwqN77,1
5530,K7wlXpg,1
5534,Q6YOJA3,1
5538,WP06d8w,1
5540,XrPEBg8,1
5544,YvW6Yrk,1
5553,eBOBgYj,1
5556,gjkWEd0,1
5557,joJGNra,0
5561,mWm5Q0y,1
5564,oJmW2VP,1
5566,pjmAJZq,1
5568,vL9z2GP,1
5571,xamXaRE,1
5572,ypgjqbl,0
5573,ypgl8P2,1
5578,70Nv6oo,2
5579,8rZeZy6,2
5582,G2w5Yly,2
5583,JBw56oq,2
5584,OlwxgNy,2
5585,P8wAOpJ,2
5586,P8wqKvV,2
5589,YvWglgk,2
5594,joJKx77,2
5595,joJRKNm,2
5597,kbdRE5m,2
5598,lrz3a8r,2
5603,vL9LRX3,1
5604,xamQ9wE,2
5607,zPmPjVO,2
5609,3RdOawa,2
5610,6rYA5xR,2
5612,Olw6PmE,0
5614,XrPoe6L,2
5618,2LJVy8w,3
5619,3RdOrOR,3
5622,YvW6730,3
5623,YvWYPQm,3
5624,a6Rkoov,3
5627,oJmJNK6,3
5631,0WK79Ba,0
5632,0WKOYrn,1
5636,3Rd0x5G,1
5637,3RdRGdR,1
5641,5rZg8eL,0
5643,6rYrvxO,1
5649,70Nv88x,0
5653,8rZvJl6,0
5659,92ZEmrw,1
5660,92Zokn3,1
5664,AoZoEJB,1
5677,ByZABPd,0
5682,E7w5XBL,0
5683,E7wz3E5,0
5688,JBwJaj8,0
5689,JBwzY86,0
5693,K7w7oyp,0
5695,K7wvjmy,1
5701,NWEg8LK,0
5707,OlwGNYZ,1
5711,Q6Y6G2r,0
5725,Vqx68nL,0
5726,Vqxqm6x,1
5727,XrP0Qgn,0
5739,a6RkBY2,0
5749,eBOVPpj,1
5750,eBOWay3,0
5751,eBOXKVK,0
5762,gjkOPZp,0
5763,joJGBXG,0
5769,kbd6YxA,1
5770,kbdEWwP,1
5771,kbdVmxL,1
5783,nAEgdkV,0
5785,nAEzAL3,0
5800,wRmLERA,0
5801,wRmXOE8,1
5804,ypg0Zzm,0
5807,ypgadbm,0
5808,ypgkGn5,0
5809,ypgkdpy,1
5810,ypgpqV5,1
5818,0WKo76n,0
5819,2LJV7Ox,0
5820,2LJVGvB,1
5823,3RdblV9,1
5824,3Rdz9PY,1
5825,3RdzKgr,0
5828,5rZra3y,0
5829,6rYdn0R,1
5830,6rYpebR,1
5831,8rZLWg6,0
5834,92Z2zv3,1
5836,AoZKAo6,1
5837,AoZKzwj,1
5838,AoZokbw,1
5843,ByZQm6a,1
5844,E7w5lK5,1
5845,E7wqlwV,1
5847,JBw5nEN,0
5848,JBw5xNJ,1
5849,JBwvXrd,1
5851,K7wQZJg,1
5852,K7wQplx,1
5854,K7wlP3Y,0
5858,LAw5PyE,1
5859,LAw5ZZe,0
5860,LAwWyXE,1
5865,Olw5qZw,1
5872,P8wqovW,1
5873,Q6Y0m7q,1
5875,Q6YnK9r,0
5876,R5WeANn,1
5879,Vqx6ZP9,0
5880,WP0YxpJ,1
5881,WP0dKvJ,1
5882,WP0dvvQ,0
5884,XrPEoZB,1
5885,XrPG7GB,1
5886,XrPoOdB,1
5888,YvWGKG7,1
5889,ZLWEYbV,0
5890,ZLWGvNx,1
5893,beaLjPz,1
5894,beaYwyZ,1
5897,dByGRxB,0
5899,gjkGGJ0,1
5900,gjkWXj0,1
5901,gjkdlOB,1
5902,joJB6VE,1
5903,joJRW77,1
5908,lrz56wv,1
5909,lrz5dEo,1
5910,mWmWZqr,1
5917,pjmbqz5,1
5919,pjmklPa,1
5920,qvmGB3y,1
5922,vL9zbpz,1
5924,wRmzqyL,1
5926,xamQVjz,1
5927,xamkx8q,1
5928,xamkypz,0
5929,ypg0JVq,0
5930,ypgjB0q,1
5931,ypgjy85,1
5932,ypgk9gW,0
5933,ypgkLyy,1
5934,ypgp680,1
5938,zPm37YO,1
5943,0WKbqWX,1
5949,6rYovwQ,0
5952,70NVL9o,1
5953,70Nv7bA,0
5956,8rZejrp,0
5964,LAwRaV6,0
5976,P8wgQnO,0
5983,Vqx6p5R,0
5984,WP0P2kw,0
5985,WP0PJm7,1
5989,YvWr5A0,1
5992,a6RBzm7,3
5993,a6Rv6o5,0
6002,gjk5xa0,1
6005,kbdVAkP,3
6006,kbdab3V,0
6009,lrz90xW,0
6010,lrzmG62,0
6012,mWmAE5r,0
6018,vL9vvRa,0
6022,xaml0gz,1
6023,ypgagwy,0
6027,2LJLNaw,1
6031,3RdK3da,1
6034,6rYRjb3,0
6038,70NpO5Y,1
6042,92Z2kGj,0
6043,92ZRNGL,0
6044,ByZJmA3,1
6047,E7w52qO,1
6050,JBwBY9N,0
6051,JBwJbZ7,1
6055,OlwxAXn,0
6057,P8w57kB,0
6058,P8wqVvA,1
6065,Vqxwa7g,0
6066,VqxwnlA,0
6067,XrPErkP,0
6068,ZLWwoeG,1
6070,a6R5w37,0
6072,a6Rk2oL,0
6076,beaBL9z,0
6078,dBya8qO,0
6081,gjkjEpz,1
6082,joJKKd7,0
6085,kbdz0dr,1
6089,nAEgKzV,0
6090,nAEzn0N,0
6091,oJmBOOE,0
6093,pjmOvQG,1
6096,wRmAenr,0
6098,xamR0LK,0
6099,ypg8oK5,0
6100,ypgkyoQ,0
6107,2LJVGdl,2
6109,5rZrlda,2
6110,6rYrGB8,0
6112,70N06N9,1
6113,70NoW3k,2
6115,92ZLVN3,2
6116,ByZJayl,2
6119,JBwqW3q,1
6120,K7w5dxx,2
6121,K7wxKkZ,1
6124,NWE88BQ,1
6126,Olw3Bpn,2
6128,R5W9gp2,1
6130,WP0AodP,1
6131,ZLW2vmd,1
6137,kbdq0zL,2
6138,lrz3pQP,2
6143,rLm7GvN,2
6148,ypgjpN0,2
6149,ypgpJ5W,1
6157,6rYdGx8,1
6160,92ZR3YL,2
6161,92ZRlzB,1
6165,JBw5GdZ,1
6171,OlwWpRz,2
6172,Q6Y5Qek,1
6173,R5W5dVq,1
6174,R5Wkwkn,0
6176,VqxWz9Q,1
6179,ZLWG0Kd,1
6180,ZLWLYQ2,0
6183,bea6N5g,1
6184,bea6orr,1
6185,beaKnJr,1
6191,gjkGWbd,2
6192,joJRYPJ,2
6198,nAE7ldY,1
6199,nAEzrPE,1
6201,oJmOxW5,2
6204,qvmeaNl,1
6206,rLmK3qJ,0
6210,wRmzmNk,0
6211,xamRvlb,0
6213,ypgjX3l,2
6219,2LJA8XV,3
6225,LAwZoNe,3
6226,OlwWAnn,3
6229,XrPoZd2,3
6231,lrzr2v0,3
6236,ypgpjJ5,3
6240,3RdRzVr,3
6250,NWEaj6K,3
6256,WP0PNB7,3
6259,YvWErVp,3
6260,a6RG2q2,0
6261,a6RNWpx,3
6262,beaLdZZ,0
6264,eBOevzx,3
6268,joJqbj7,3
6271,oJmJN65,3
6275,vL95LdG,3
6282,0WK7AGq,2
6286,ByZQwXK,1
6288,G2w5Bkv,0
6289,K7w5Xmj,0
6294,YvWgJqm,1
6295,a6RG7O8,1
6297,dByBrqq,1
6298,joJRz7A,1
6299,qvmkopG,0
6304,R5W6w5W,2
6305,beaLPxJ,0
6306,eBOXYW7,0
6308,pjmWpEL,0
6319,ByZllka,0
6321,K7w7Vyp,1
6329,R5W5rQ2,2
6333,YvWGadm,1
6336,eBO525X,0
6347,wRmj2Od,1
6353,0WK9edq,0
6354,2LJpVrY,1
6358,6rYoxlx,3
6365,AoZ3mnw,3
6366,AoZlZdB,1
6368,AoZxNvw,3
6370,E7wmy3b,3
6371,E7wzaxG,0
6372,G2w2NxB,3
6373,G2wkdQy,3
6380,NWE89rk,3
6383,OlwxpJn,3
6386,R5W57v6,0
6387,R5W63e6,0
6388,VqxqoKZ,0
6391,XrProa6,0
6393,YvWAdrQ,3
6399,dByJxRA,3
6400,gjkGq5p,3
6401,joJGmRG,3
6404,kbdENoV,3
6406,lrzJLbP,3
6412,vL9j3kL,3
6413,wRm70Kx,0
6419,ypgl3gl,3
6426,2LJLdZe,0
6429,5rZLVEQ,0
6431,6rYR7Zr,1
6432,AoZEGyY,0
6433,AoZom0Y,1
6439,JBw5QW9,0
6442,Vqx53EZ,0
6445,eBO3YgA,1
6449,kbdVXoA,1
6457,zPmlmJq,1
6459,0WKWVQZ,1
6461,5rZgGRG,0
6464,92ZRvvl,0
6470,P8wAPAy,0
6471,P8wOEKG,1
6481,nAEA2yn,2
6483,ypg0m0W,0
6485,zPmPl7d,2
6486,zPmZ0Wq,2
6489,0WKO9X5,2
6490,2LJgNZY,2
6493,5rZ7L8G,2
6494,5rZLAeK,2
6495,5rZLVwy,2
6496,6rY0mLG,2
6497,6rYdvN3,2
6498,8rZeZAe,1
6499,92Z22bZ,2
6500,92Z25NN,2
6501,AoZKBWB,2
6502,AoZxn5w,2
6503,ByZApb7,2
6504,ByZmz8l,2
6505,G2w2jnW,2
6506,G2w5pZb,2
6507,G2w5zxB,2
6511,JBwxJN8,2
6512,JBwzKyN,2
6514,K7wl9Ov,2
6515,K7wxEav,2
6516,LAwZqL8,2
6517,Olw6JZZ,2
6518,OlwxOzA,2
6519,P8w0KzO,2
6520,P8wgVep,2
6521,P8wgxEB,2
6522,R5W5Vy6,2
6523,R5W92dp,2
6524,Vqxq6wQ,2
6525,WP0G7r3,2
6526,WP0YN0y,2
6527,YvWY6z0,2
6528,ZLW6GvN,2
6529,a6R6Ng8,2
6530,a6Rv7l9,2
6532,beaL02Y,2
6534,eBOW6kX,2
6535,joJLoEA,2
6536,joJqo37,2
6540,kbdV30V,2
6541,kbdVgQV,2
6542,lrz5Xdo,2
6543,mWmyPQz,2
6545,nAEAkZY,2
6546,nAEOnV2,2
